doc,topic1,topic2,topic3,topic4,topic5,topic6,catogory
9036,0.474910152,0.00596033,0.16894567,0.292174517,0.010869367,0.047139964,4
9037,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,0
9038,0.113319654,0.009347936,0.454420427,0.016177567,0.332802031,0.073932383,0
9039,0.487482747,0.320081822,0.121582993,0.026046888,0.027446841,0.017358709,2
9040,0.253751161,0.006482363,0.096158106,0.011218397,0.011821357,0.620568617,3
9041,0.045046343,0.003715952,0.406570868,0.006430837,0.107190526,0.431045474,3
9042,0.238513162,0.002559436,0.037966181,0.004429368,0.678998842,0.03753301,5
9043,0.795036951,0.009978061,0.013196876,0.152083795,0.018196176,0.011508141,1
9044,0.558956754,0.004649753,0.100385428,0.008046876,0.008479375,0.319481816,3
9045,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
9046,0.284128705,0.015050758,0.019905971,0.127723909,0.535831947,0.017358709,5
9047,0.555471804,0.004374904,0.005786202,0.391788024,0.037533295,0.005045772,4
9048,0.136318134,0.184947489,0.330366639,0.009203241,0.009697892,0.329466605,0
9049,0.50835315,0.085831405,0.073987756,0.001554116,0.031970998,0.298302575,0
9050,0.29213034,0.007462803,0.110701761,0.517072839,0.013609305,0.059022951,4
9051,0.151619289,0.265991396,0.016542074,0.528613353,0.022808616,0.014425272,4
9052,0.057421055,0.010699276,0.447831434,0.0185162,0.091791512,0.373740523,3
9053,0.437028093,0.008299671,0.010977056,0.014363437,0.18334341,0.345988332,3
9054,0.136146576,0.368123676,0.204929461,0.043902314,0.217639679,0.029258294,2
9055,0.408836554,0.021656735,0.028642966,0.476392446,0.039493622,0.024977676,4
9056,0.918922108,0.011532874,0.015253255,0.019958826,0.021031561,0.013301376,1
9057,0.182451684,0.421758843,0.019905971,0.026046888,0.332477904,0.017358709,0
9058,0.136146576,0.025368217,0.033551732,0.043902314,0.04626195,0.714769211,2
9059,0.442491527,0.013661679,0.018068791,0.023642944,0.024913691,0.477221368,3
9060,0.582840669,0.381338143,0.003705428,0.023775363,0.005109134,0.003231263,0
9061,0.650279763,0.025368217,0.204929461,0.043902314,0.04626195,0.029258294,1
9062,0.276387163,0.000956018,0.00126442,0.001654488,0.59592407,0.123813841,5
9063,0.053550424,0.414425257,0.080604742,0.286899527,0.153011908,0.011508141,2
9064,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,1
9065,0.811663323,0.105954628,0.018068791,0.023642944,0.024913691,0.015756623,2
9066,0.763098965,0.011532874,0.015253255,0.097870398,0.098943133,0.013301376,1
9067,0.48959803,0.01250734,0.016542074,0.021645241,0.360787358,0.098919957,1
9068,0.149688009,0.041969166,0.032334441,0.316245789,0.458035232,0.001727363,0
9069,0.470093301,0.007104618,0.057392505,0.012295274,0.444920231,0.008194072,1
9070,0.719370374,0.013661679,0.018068791,0.208228842,0.024913691,0.015756623,5
9071,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
9072,0.156064288,0.064241109,0.009427807,0.017788242,0.751132522,0.001346032,5
9073,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,2
9074,0.16561268,0.752005272,0.018068791,0.023642944,0.024913691,0.015756623,2
9075,0.912071457,0.01250734,0.016542074,0.021645241,0.022808616,0.014425272,1
9076,0.340723165,0.00211964,0.002803413,0.003668255,0.003865414,0.646820114,3
9077,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,0
9078,0.307105841,0.001114353,0.249902214,0.197659955,0.024616553,0.219601084,3
9079,0.284128705,0.421758843,0.019905971,0.229400931,0.027446841,0.017358709,2
9080,0.207147518,0.299349685,0.311800933,0.066797534,0.070387728,0.044516602,0
9081,0.487482747,0.015050758,0.019905971,0.127723909,0.027446841,0.322389773,1
9082,0.307524305,0.025368217,0.033551732,0.043902314,0.560395137,0.029258294,5
9083,0.073319731,0.198247577,0.571826485,0.023642944,0.024913691,0.108049572,0
9084,0.136146576,0.025368217,0.033551732,0.386657773,0.04626195,0.372013752,4
9085,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,1
9086,0.854061406,0.007104618,0.009396492,0.1082873,0.012956113,0.008194072,0
9087,0.57794975,0.030614935,0.040490985,0.2598048,0.055829962,0.035309567,1
9088,0.116227731,0.021656735,0.4675562,0.183783623,0.185798034,0.024977676,0
9089,0.934282556,0.009347936,0.01236348,0.016177567,0.017047069,0.010781391,1
9090,0.719370374,0.013661679,0.018068791,0.023642944,0.024913691,0.200342521,1
9091,0.492225609,0.009347936,0.454420427,0.016177567,0.017047069,0.010781391,2
9092,0.033962748,0.002801646,0.003705428,0.515872809,0.421499281,0.022158088,4
9093,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,0
9094,0.894190832,0.015050758,0.019905971,0.026046888,0.027446841,0.017358709,4
9095,0.201455328,0.114043954,0.169671657,0.013600846,0.067424323,0.433803891,3
9096,0.262532143,0.021656735,0.174947377,0.037479212,0.478406857,0.024977676,5
9097,0.136146576,0.025368217,0.204929461,0.043902314,0.04626195,0.543391481,3
9098,0.487482747,0.116727779,0.019905971,0.026046888,0.027446841,0.322389773,3
9099,0.207147518,0.038597836,0.311800933,0.327549382,0.070387728,0.044516602,0
9100,0.284128705,0.015050758,0.121582993,0.229400931,0.129123862,0.220712752,1
9101,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,1
9102,0.933820798,0.004800547,0.006349152,0.008307841,0.041184978,0.005536684,4
9103,0.274261398,0.661220305,0.014150748,0.0185162,0.019511398,0.012339951,2
9104,0.63566197,0.299819733,0.014150748,0.0185162,0.019511398,0.012339951,1
9105,0.373541106,0.011532874,0.015253255,0.019958826,0.566412563,0.013301376,2
9106,0.254547794,0.167136421,0.328949057,0.013600846,0.014331856,0.221434025,0
9107,0.424699206,0.004249315,0.005620099,0.093474001,0.00774913,0.464208249,3
9108,0.710073367,0.151092657,0.009396492,0.060291287,0.060952126,0.008194072,1
9109,0.63566197,0.010699276,0.014150748,0.307636657,0.019511398,0.012339951,1
9110,0.236113974,0.01250734,0.692499557,0.021645241,0.022808616,0.014425272,0
9111,0.152784949,0.00596033,0.088414369,0.292174517,0.413525871,0.047139964,0
9112,0.574092715,0.01250734,0.016542074,0.021645241,0.107303302,0.267909328,2
9113,0.067124603,0.01250734,0.016542074,0.106139926,0.783260785,0.014425272,5
9114,0.46298749,0.424591508,0.011629092,0.015216622,0.07543431,0.010140978,0
9115,0.643339265,0.001647744,0.313861596,0.00285159,0.003004856,0.035294949,0
9116,0.316287918,0.016754284,0.022159036,0.028995015,0.596480285,0.019323461,2
9117,0.69083679,0.015050758,0.019905971,0.026046888,0.027446841,0.220712752,1
9118,0.047188652,0.00879267,0.011629092,0.074616456,0.37243348,0.48533965,3
9119,0.276249609,0.193121182,0.037561618,0.384989735,0.008479375,0.099598481,4
9120,0.650279763,0.025368217,0.033551732,0.043902314,0.217639679,0.029258294,1
9121,0.544653451,0.004800547,0.006349152,0.4299058,0.008754366,0.005536684,1
9122,0.650279763,0.196745947,0.033551732,0.043902314,0.04626195,0.029258294,3
9123,0.719370374,0.013661679,0.018068791,0.208228842,0.024913691,0.015756623,1
9124,0.244837705,0.004649753,0.226033047,0.008046876,0.448246043,0.068186576,5
9125,0.727629085,0.077385927,0.013196876,0.152083795,0.018196176,0.011508141,2
9126,0.61657427,0.003538304,0.028583116,0.269060729,0.078162697,0.004080883,1
9127,0.862444817,0.009978061,0.013196876,0.017268062,0.085604042,0.011508141,4
9128,0.100612141,0.008299671,0.010977056,0.350779389,0.18334341,0.345988332,0
9129,0.373541106,0.556913875,0.015253255,0.019958826,0.021031561,0.013301376,2
9130,0.607275821,0.011532874,0.093164827,0.175781969,0.098943133,0.013301376,3
9131,0.346541513,0.08297939,0.014150748,0.0185162,0.164071626,0.373740523,0
9132,0.207147518,0.038597836,0.051049085,0.327549382,0.070387728,0.305268451,4
9133,0.730496977,0.00496145,0.00656196,0.109139126,0.009047791,0.139792696,1
9134,0.307524305,0.196745947,0.033551732,0.043902314,0.389017408,0.029258294,5
9135,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,0
9136,0.924782427,0.010699276,0.014150748,0.0185162,0.019511398,0.012339951,1
9137,0.120958291,0.549240989,0.080604742,0.219491661,0.018196176,0.011508141,2
9138,0.344404006,0.066907108,0.001832512,0.236403404,0.33013451,0.02031846,5
9139,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,0
9140,0.116227731,0.021656735,0.028642966,0.037479212,0.039493622,0.756499733,3
9141,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,5
9142,0.683773945,0.001611859,0.045688175,0.133458532,0.002939416,0.132528073,0
9143,0.439515405,0.00551611,0.26814829,0.009546197,0.047323958,0.22995004,0
9144,0.373541106,0.011532874,0.404811113,0.019958826,0.176854705,0.013301376,0
9145,0.050703825,0.175693378,0.015978826,0.003423166,0.711831308,0.042369497,5
9146,0.478902034,0.025368217,0.033551732,0.386657773,0.04626195,0.029258294,4
9147,0.31531119,0.001467993,0.021775922,0.002540513,0.320026985,0.338877397,3
9148,0.859337772,0.004130735,0.005463266,0.11877118,0.007532885,0.004764161,4
9149,0.191298802,0.007462803,0.009870223,0.012915149,0.013609305,0.764843718,3
9150,0.162845396,0.404587734,0.001462819,0.248486247,0.054320155,0.128297649,2
9151,0.122374257,0.006482363,0.84062723,0.011218397,0.011821357,0.007476397,0
9152,0.212750792,0.064368997,0.123115707,0.014363437,0.575828687,0.00957238,5
9153,0.841010536,0.011532874,0.093164827,0.019958826,0.021031561,0.013301376,1
9154,0.257905629,0.013661679,0.387240587,0.023642944,0.301792538,0.015756623,1
9155,0.140883033,0.612452031,0.009870223,0.214578225,0.013609305,0.008607182,2
9156,0.239621639,0.009347936,0.707024397,0.016177567,0.017047069,0.010781391,3
9157,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,5
9158,0.106588486,0.721590678,0.13042876,0.015216622,0.016034476,0.010140978,2
9159,0.207147518,0.038597836,0.311800933,0.327549382,0.070387728,0.044516602,0
9160,0.262532143,0.167961147,0.028642966,0.476392446,0.039493622,0.024977676,4
9161,0.019942832,0.003715952,0.858434082,0.006430837,0.107190526,0.004285772,0
9162,0.534784476,0.013661679,0.202654689,0.023642944,0.209499589,0.015756623,0
9163,0.207147518,0.038597836,0.311800933,0.066797534,0.331139576,0.044516602,0
9164,0.151681272,0.000779757,0.032637682,0.011884911,0.696762435,0.106253943,5
9165,0.307670443,0.583204816,0.004366594,0.005713671,0.095236653,0.003807824,2
9166,0.324889443,0.008299671,0.57167031,0.014363437,0.071204759,0.00957238,0
9167,0.278109249,0.055100631,0.009396492,0.636243444,0.012956113,0.008194072,4
9168,0.316287918,0.016754284,0.5880859,0.028995015,0.030553422,0.019323461,3
9169,0.116227731,0.021656735,0.760165023,0.037479212,0.039493622,0.024977676,0
9170,0.650279763,0.196745947,0.033551732,0.043902314,0.04626195,0.029258294,5
9171,0.156681467,0.008299671,0.010977056,0.014363437,0.631898013,0.177780356,3
9172,0.650279763,0.196745947,0.033551732,0.043902314,0.04626195,0.029258294,1
9173,0.06189482,0.011532874,0.015253255,0.097870398,0.800147278,0.013301376,5
9174,0.413825194,0.007859021,0.541318923,0.013600846,0.014331856,0.009064159,0
9175,0.36180328,0.00496145,0.00656196,0.0085863,0.009047791,0.609039219,3
9176,0.769149294,0.006779241,0.008966152,0.103327969,0.103958543,0.007818801,1
9177,0.78477225,0.030614935,0.040490985,0.052982301,0.055829962,0.035309567,1
9178,0.100612141,0.120438322,0.347393008,0.014363437,0.071204759,0.345988332,2
9179,0.100612141,0.681131575,0.010977056,0.070432762,0.127274085,0.00957238,2
9180,0.929852683,0.009978061,0.013196876,0.017268062,0.018196176,0.011508141,1
9181,0.478902034,0.025368217,0.033551732,0.386657773,0.04626195,0.029258294,4
9182,0.707942084,0.010699276,0.014150748,0.0185162,0.019511398,0.229180294,1
9183,0.520010127,0.007859021,0.010394257,0.119785779,0.014331856,0.327618958,3
9184,0.042177928,0.007859021,0.43513399,0.013600846,0.332886656,0.168341559,3
9185,0.217717963,0.011532874,0.24898797,0.019958826,0.021031561,0.480770806,3
9186,0.392961879,0.511620493,0.009870223,0.012915149,0.013609305,0.059022951,0
9187,0.113319654,0.009347936,0.138665465,0.016177567,0.017047069,0.705442308,3
9188,0.491101741,0.010699276,0.014150748,0.379916772,0.091791512,0.012339951,4
9189,0.408836554,0.021656735,0.028642966,0.037479212,0.478406857,0.024977676,5
9190,0.173776637,0.052577138,0.008966152,0.423913246,0.332948027,0.007818801,4
9191,0.882214782,0.016754284,0.022159036,0.028995015,0.030553422,0.019323461,1
9192,0.260489387,0.025890932,0.182039203,0.373456127,0.011416203,0.146708148,0
9193,0.759986659,0.00879267,0.011629092,0.015216622,0.016034476,0.18834048,1
9194,0.700586825,0.00879267,0.011629092,0.074616456,0.194233978,0.010140978,4
9195,0.209958859,0.006482363,0.008573504,0.011218397,0.75629048,0.007476397,5
9196,0.164304751,0.030614935,0.040490985,0.4666273,0.055829962,0.242132067,4
9197,0.542658664,0.016754284,0.022159036,0.142180388,0.256924167,0.019323461,1
9198,0.847749788,0.021656735,0.028642966,0.037479212,0.039493622,0.024977676,5
9199,0.241714571,0.007462803,0.009870223,0.617904378,0.064025074,0.059022951,4
9200,0.918922108,0.011532874,0.015253255,0.019958826,0.021031561,0.013301376,1
9201,0.40276612,0.006779241,0.283753532,0.011732176,0.01236275,0.282606181,3
9202,0.894190832,0.015050758,0.019905971,0.026046888,0.027446841,0.017358709,4
9203,0.067124603,0.01250734,0.016542074,0.190634612,0.698766099,0.014425272,5
9204,0.663784604,0.101777261,0.108816942,0.095785042,0.028689083,0.001147068,1
9205,0.788519974,0.006210395,0.050168798,0.010747729,0.011325392,0.133027712,4
9206,0.451075353,0.127641842,0.112724513,0.301655104,0.004228733,0.002674455,4
9207,0.577084063,0.004800547,0.006349152,0.397475188,0.008754366,0.005536684,4
9208,0.136146576,0.025368217,0.033551732,0.043902314,0.217639679,0.543391481,3
9209,0.136146576,0.539501405,0.204929461,0.043902314,0.04626195,0.029258294,2
9210,0.316287918,0.016754284,0.248529782,0.028995015,0.37010954,0.019323461,0
9211,0.164304751,0.030614935,0.040490985,0.673449799,0.055829962,0.035309567,4
9212,0.763098965,0.011532874,0.015253255,0.019958826,0.021031561,0.169124519,3
9213,0.082180843,0.006779241,0.054764049,0.240721659,0.378745923,0.236808284,0
9214,0.478902034,0.368123676,0.033551732,0.043902314,0.04626195,0.029258294,3
9215,0.356656181,0.529418167,0.024987225,0.032695689,0.034452997,0.021789741,2
9216,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,4
9217,0.627077425,0.013661679,0.018068791,0.115935893,0.11720664,0.108049572,4
9218,0.262532143,0.021656735,0.028642966,0.622696858,0.039493622,0.024977676,4
9219,0.467899367,0.038597836,0.311800933,0.066797534,0.070387728,0.044516602,0
9220,0.555140965,0.167961147,0.174947377,0.037479212,0.039493622,0.024977676,4
9221,0.75806938,0.007104618,0.009396492,0.204279326,0.012956113,0.008194072,4
9222,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,0
9223,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,1
9224,0.804891525,0.044436707,0.007577938,0.087329871,0.04915573,0.006608229,0
9225,0.307524305,0.025368217,0.376307191,0.043902314,0.04626195,0.200636023,0
9226,0.429074617,0.135649921,0.01236348,0.016177567,0.395953024,0.010781391,5
9227,0.203102546,0.356310402,0.022159036,0.368551133,0.030553422,0.019323461,4
9228,0.320608659,0.01250734,0.016542074,0.021645241,0.022808616,0.605888069,3
9229,0.43725125,0.004374904,0.064896479,0.155346915,0.067088433,0.271042018,0
9230,0.229024803,0.018892656,0.535512736,0.032695689,0.162084375,0.021789741,0
9231,0.046206283,0.003811637,0.00504123,0.933593747,0.006950972,0.004396131,4
9232,0.28014256,0.23925434,0.056860192,0.00792098,0.000947711,0.414874217,0
9233,0.451452678,0.011532874,0.326899541,0.019958826,0.176854705,0.013301376,5
9234,0.090467264,0.15871011,0.060285992,0.012915149,0.013609305,0.66401218,2
9235,0.408836554,0.021656735,0.028642966,0.037479212,0.478406857,0.024977676,3
9236,0.040051495,0.007462803,0.009870223,0.012915149,0.76984584,0.15985449,5
9237,0.731197533,0.002089716,0.002763836,0.130672188,0.003810845,0.129465882,1
9238,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,1
9239,0.466763472,0.228279115,0.188302743,0.005245674,0.005527615,0.105881381,0
9240,0.274261398,0.155259505,0.014150748,0.0185162,0.236351741,0.301460409,0
9241,0.650279763,0.025368217,0.033551732,0.043902314,0.04626195,0.200636023,1
9242,0.37112725,0.030614935,0.040490985,0.4666273,0.055829962,0.035309567,4
9243,0.302772632,0.072498929,0.01236348,0.016177567,0.017047069,0.579140323,3
9244,0.727629085,0.009978061,0.215420474,0.017268062,0.018196176,0.011508141,1
9245,0.977295986,0.003229518,0.004271326,0.005589014,0.005889409,0.003724747,4
9246,0.555140965,0.021656735,0.028642966,0.037479212,0.039493622,0.317586499,3
9247,0.316287918,0.016754284,0.022159036,0.25536576,0.37010954,0.019323461,2
9248,0.910635681,0.006482363,0.008573504,0.055010698,0.011821357,0.007476397,2
9249,0.203102546,0.356310402,0.022159036,0.028995015,0.030553422,0.358879579,2
9250,0.56029727,0.181651568,0.008573504,0.011218397,0.230782863,0.007476397,2
9251,0.912071457,0.01250734,0.016542074,0.021645241,0.022808616,0.014425272,1
9252,0.685187393,0.011532874,0.015253255,0.175781969,0.021031561,0.091212948,4
9253,0.106588486,0.00879267,0.546227597,0.015216622,0.016034476,0.307140148,3
9254,0.493097419,0.120438322,0.010977056,0.070432762,0.015135434,0.289919007,1
9255,0.743082086,0.01250734,0.016542074,0.190634612,0.022808616,0.014425272,1
9256,0.977284594,0.001647744,0.002179288,0.00285159,0.014136367,0.001900416,1
9257,0.63566197,0.08297939,0.014150748,0.0185162,0.236351741,0.012339951,3
9258,0.37112725,0.030614935,0.040490985,0.052982301,0.469474961,0.035309567,5
9259,0.078581955,0.006482363,0.096158106,0.011218397,0.011821357,0.795737822,3
9260,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,0
9261,0.549166744,0.232576973,0.010977056,0.126502087,0.071204759,0.00957238,4
9262,0.057421055,0.010699276,0.086430862,0.0185162,0.380911969,0.446020637,3
9263,0.321795771,0.312670363,0.002763836,0.060085678,0.130866564,0.171817788,3
9264,0.323181889,0.279609525,0.080604742,0.084675928,0.018196176,0.21373174,0
9265,0.484287559,0.018892656,0.152618602,0.032695689,0.034452997,0.277052497,3
9266,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,0
9267,0.207147518,0.038597836,0.051049085,0.327549382,0.331139576,0.044516602,0
9268,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,4
9269,0.203102546,0.016754284,0.701271273,0.028995015,0.030553422,0.019323461,5
9270,0.807980571,0.009347936,0.01236348,0.016177567,0.143349054,0.010781391,1
9271,0.876941311,0.004508143,0.036417669,0.007801806,0.069131628,0.005199442,0
9272,0.350198578,0.013661679,0.018068791,0.023642944,0.024913691,0.569514317,3
9273,0.903956272,0.013661679,0.018068791,0.023642944,0.024913691,0.015756623,1
9274,0.563381856,0.010699276,0.014150748,0.090796314,0.236351741,0.084620066,3
9275,0.088428689,0.71774555,0.10666714,0.029363844,0.003513258,0.054281519,2
9276,0.392961879,0.562036262,0.009870223,0.012915149,0.013609305,0.008607182,2
9277,0.882214782,0.016754284,0.022159036,0.028995015,0.030553422,0.019323461,1
9278,0.16561268,0.567419374,0.018068791,0.023642944,0.209499589,0.015756623,2
9279,0.176470647,0.009347936,0.201816458,0.142479552,0.143349054,0.326536353,3
9280,0.467899367,0.038597836,0.311800933,0.066797534,0.070387728,0.044516602,0
9281,0.207147518,0.038597836,0.311800933,0.327549382,0.070387728,0.044516602,0
9282,0.442491527,0.013661679,0.479533536,0.023642944,0.024913691,0.015756623,3
9283,0.139806392,0.79064859,0.015253255,0.019958826,0.021031561,0.013301376,2
9284,0.201455328,0.273321354,0.063486724,0.013600846,0.439071589,0.009064159,5
9285,0.380958768,0.344715623,0.010977056,0.014363437,0.239412735,0.00957238,2
9286,0.073319731,0.013661679,0.664119434,0.023642944,0.209499589,0.015756623,5
9287,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,4
9288,0.191298802,0.763699338,0.009870223,0.012915149,0.013609305,0.008607182,2
9289,0.053550424,0.077385927,0.013196876,0.017268062,0.692274837,0.146323874,5
9290,0.243105032,0.048165391,0.59558374,0.010747729,0.011325392,0.091072716,3
9291,0.442491527,0.105954628,0.11036174,0.023642944,0.024913691,0.29263547,3
9292,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,4
9293,0.038129183,0.391072723,0.009396492,0.348267365,0.060952126,0.152182111,2
9294,0.078581955,0.050274664,0.271327312,0.011218397,0.581121274,0.007476397,2
9295,0.792513811,0.015050758,0.121582993,0.026046888,0.027446841,0.017358709,1
9296,0.139806392,0.011532874,0.015253255,0.799074543,0.021031561,0.013301376,4
9297,0.589159769,0.116727779,0.223260014,0.026046888,0.027446841,0.017358709,4
9298,0.106437177,0.002318869,0.347705088,0.004013042,0.004228733,0.535297091,3
9299,0.159285664,0.449647902,0.000539574,0.190875083,0.19918125,0.000470528,2
9300,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
9301,0.443377648,0.108294341,0.009870223,0.416241301,0.013609305,0.008607182,4
9302,0.255774023,0.144793793,0.013196876,0.017268062,0.018196176,0.55077107,3
9303,0.352278387,0.003301549,0.071278509,0.005713671,0.006020766,0.561407118,3
9304,0.557258419,0.272814125,0.094661935,0.025273964,0.048666421,0.001325136,2
9305,0.451452678,0.011532874,0.015253255,0.175781969,0.332677848,0.013301376,2
9306,0.057421055,0.010699276,0.158710977,0.307636657,0.164071626,0.301460409,3
9307,0.339639546,0.124005832,0.527839467,0.003130355,0.003298604,0.002086196,0
9308,0.573102594,0.326413821,0.010394257,0.013600846,0.067424323,0.009064159,2
9309,0.555376601,0.009347936,0.01236348,0.07932856,0.080198062,0.263385361,3
9310,0.681759757,0.003912381,0.005174473,0.059631796,0.086426217,0.163095377,1
9311,0.053550424,0.009978061,0.080604742,0.152083795,0.085604042,0.618178936,3
9312,0.867181693,0.018892656,0.024987225,0.032695689,0.034452997,0.021789741,1
9313,0.207147518,0.299349685,0.051049085,0.066797534,0.070387728,0.305268451,0
9314,0.307524305,0.025368217,0.033551732,0.043902314,0.560395137,0.029258294,5
9315,0.483465048,0.010160326,0.216875959,0.004054327,0.27198323,0.01346111,5
9316,0.161697046,0.004130735,0.005463266,0.39782747,0.426117321,0.004764161,4
9317,0.414761571,0.002060626,0.002725361,0.12885313,0.421381144,0.030218168,5
9318,0.492225609,0.388253891,0.01236348,0.016177567,0.017047069,0.073932383,2
9319,0.207147518,0.038597836,0.051049085,0.327549382,0.331139576,0.044516602,4
9320,0.188366157,0.144793793,0.619867671,0.017268062,0.018196176,0.011508141,0
9321,0.279443864,0.002089716,0.016881138,0.003616469,0.187335773,0.51063304,3
9322,0.255808079,0.001467993,0.101113403,0.002540513,0.111766096,0.527303916,0
9323,0.520004351,0.003376867,0.004466208,0.005844016,0.279911567,0.186396991,1
9324,0.701445377,0.021656735,0.028642966,0.183783623,0.039493622,0.024977676,5
9325,0.057421055,0.010699276,0.014150748,0.0185162,0.88687277,0.012339951,5
9326,0.100612141,0.008299671,0.010977056,0.014363437,0.071204759,0.794542935,2
9327,0.727629085,0.009978061,0.013196876,0.219491661,0.018196176,0.011508141,4
9328,0.047188652,0.127592338,0.071028926,0.015216622,0.07543431,0.663539152,1
9329,0.811663323,0.013661679,0.018068791,0.023642944,0.11720664,0.015756623,3
9330,0.46691766,0.007859021,0.063486724,0.013600846,0.279794189,0.168341559,0
9331,0.346541513,0.010699276,0.014150748,0.0185162,0.308631855,0.301460409,5
9332,0.225388154,0.365191674,0.011629092,0.074616456,0.016034476,0.307140148,3
9333,0.434644502,0.04622598,0.007883068,0.292174517,0.131666319,0.087405614,1
9334,0.307640261,0.538783687,0.010394257,0.013600846,0.12051679,0.009064159,2
9335,0.080491752,0.001528632,0.48738313,0.07493332,0.116382857,0.239280309,3
9336,0.207147518,0.038597836,0.051049085,0.327549382,0.331139576,0.044516602,0
9337,0.226455762,0.518810146,0.056541081,0.186845909,0.006950972,0.004396131,2
9338,0.095270395,0.007859021,0.222764124,0.013600846,0.651441455,0.009064159,2
9339,0.260304519,0.037794013,0.003444643,0.004507302,0.039939102,0.65401042,3
9340,0.589159769,0.015050758,0.019905971,0.026046888,0.332477904,0.017358709,5
9341,0.095270395,0.326413821,0.488226456,0.066693313,0.014331856,0.009064159,0
9342,0.207147518,0.038597836,0.051049085,0.327549382,0.070387728,0.305268451,0
9343,0.555376601,0.009347936,0.391269435,0.016177567,0.017047069,0.010781391,2
9344,0.442491527,0.013661679,0.387240587,0.023642944,0.024913691,0.108049572,0
9345,0.46298749,0.483991342,0.011629092,0.015216622,0.016034476,0.010140978,2
9346,0.478902034,0.025368217,0.033551732,0.386657773,0.04626195,0.029258294,1
9347,0.867181693,0.018892656,0.024987225,0.032695689,0.034452997,0.021789741,4
9348,0.116227731,0.021656735,0.321251789,0.476392446,0.039493622,0.024977676,3
9349,0.650279763,0.025368217,0.204929461,0.043902314,0.04626195,0.029258294,1
9350,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,0
9351,0.207147518,0.560101534,0.051049085,0.066797534,0.070387728,0.044516602,0
9352,0.169923743,0.416330233,0.001980841,0.316245789,0.093792032,0.001727363,2
9353,0.719370374,0.013661679,0.018068791,0.115935893,0.11720664,0.015756623,0
9354,0.356656181,0.018892656,0.28024998,0.287958444,0.034452997,0.021789741,3
9355,0.769029409,0.016754284,0.022159036,0.028995015,0.030553422,0.132508834,1
9356,0.16561268,0.013661679,0.018068791,0.761986536,0.024913691,0.015756623,4
9357,0.34254611,0.007462803,0.16111753,0.214578225,0.013609305,0.260686028,0
9358,0.166472564,0.002515935,0.003327548,0.08933742,0.51448812,0.223858413,5
9359,0.739550315,0.018892656,0.152618602,0.032695689,0.034452997,0.021789741,1
9360,0.408836554,0.314265558,0.028642966,0.037479212,0.185798034,0.024977676,2
9361,0.660221219,0.009978061,0.013196876,0.017268062,0.018196176,0.281139606,3
9362,0.938186161,0.00879267,0.011629092,0.015216622,0.016034476,0.010140978,1
9363,0.78477225,0.030614935,0.040490985,0.052982301,0.055829962,0.035309567,5
9364,0.611918937,0.018892656,0.024987225,0.032695689,0.034452997,0.277052497,1
9365,0.176470647,0.640857861,0.01236348,0.142479552,0.017047069,0.010781391,2
9366,0.207147518,0.299349685,0.051049085,0.066797534,0.331139576,0.044516602,0
9367,0.117240045,0.006210395,0.59558374,0.010747729,0.137190378,0.133027712,0
9368,0.650279763,0.025368217,0.033551732,0.043902314,0.217639679,0.029258294,1
9369,0.116227731,0.021656735,0.028642966,0.037479212,0.77101568,0.024977676,2
9370,0.09062488,0.004800547,0.233363437,0.365044575,0.300629876,0.005536684,5
9371,0.164304751,0.444259935,0.040490985,0.2598048,0.055829962,0.035309567,0
9372,0.089917173,0.809051893,0.022159036,0.028995015,0.030553422,0.019323461,2
9373,0.882214782,0.016754284,0.022159036,0.028995015,0.030553422,0.019323461,1
9374,0.047188652,0.00879267,0.308628261,0.015216622,0.194233978,0.425939816,3
9375,0.481023092,0.004508143,0.005962422,0.403720025,0.069131628,0.03565469,4
